Round,Company Name,Product Number,Service Area Name,Eligibility Points,Bid Quantity,Bid Price ($),Price Point (%),Selection Number
1,Huron Tel,4-081-0,Kincardine,30,5,95000,,0.234478861
1,Huron Tel,4-081-1,Kincardine,20,5,55000,,0.258742309
1,Huron Tel,4-082-0,Listowel / Goderich,10,5,43000,,0.240648682
1,NE&W SPC,4-068-0,Brockville,10,8,36000,,0.918672372
1,NE&W SPC,4-069-0,Gananoque,2,10,7000,,0.218692111
1,NE&W SPC,4-070-0,Kingston,40,6,115000,,0.691083211
1,NE&W SPC,4-071-0,Napanee,7,6,22000,,0.357959872
1,NE&W SPC,4-072-0,Belleville,30,6,101000,,0.630598325
1,NE&W SPC,4-073-0,Cobourg,10,7,33000,,0.651159874
1,NE&W SPC,4-074-0,Peterborough,40,8,108000,,0.673959468
1,NE&W SPC,4-075-0,Lindsay,8,7,23000,,0.959954545
1,NE&W SPC,4-078-0,Alliston,20,7,66000,,0.810805942
1,NE&W SPC,4-079-0,Guelph / Kitchener,150,1,460000,,0.493542532
1,NE&W SPC,4-080-0,Fergus,5,7,15000,,0.164715307
1,NE&W SPC,4-081-0,Kincardine,30,5,95000,,0.084187147
1,NE&W SPC,4-081-1,Kincardine,20,2,55000,,0.352435042
1,NE&W SPC,4-082-0,Listowel / Goderich,10,7,43000,,0.196894349
1,NE&W SPC,4-086-0,London / Woodstock / St. Thomas,150,4,441000,,0.805206309
1,NE&W SPC,4-087-0,Brantford,30,3,90000,,0.71992579
1,NE&W SPC,4-088-0,Stratford,9,7,26000,,0.59369166
1,NE&W SPC,4-089-0,Chatham,10,5,35000,,0.976121888
1,NE&W SPC,4-090-0,Windsor / Leamington,90,8,261000,,0.716590528
1,NE&W SPC,4-091-0,Wallaceburg,5,5,16000,,0.303933356
1,NE&W SPC,4-092-0,Sarnia,20,5,63000,,0.899541527
1,NE&W SPC,4-093-0,Strathroy,8,4,24000,,0.05266552
1,Rogers,4-001-0,St. John's,60,4,166000,,0.952539936
1,Rogers,4-002-0,Placentia,3,4,8000,,0.492398499
1,Rogers,4-003-0,Gander / Grand Falls / Windsor,20,4,74000,,0.358615634
1,Rogers,4-004-0,Corner Brook / Stephenville,10,4,40000,,0.815744372
1,Rogers,4-005-0,Labrador,5,4,14000,,0.755273876
1,Rogers,4-006-0,Charlottetown,20,4,49000,,0.632760708
1,Rogers,4-007-0,Summerside,8,4,24000,,0.88324907
1,Rogers,4-008-0,Yarmouth,9,4,28000,,0.277242419
1,Rogers,4-009-0,Bridgewater / Kentville,20,5,71000,,0.830380237
1,Rogers,4-010-0,Halifax,90,4,283000,,0.53336005
1,Rogers,4-011-0,Truro,10,5,29000,,0.509372453
1,Rogers,4-012-0,Amherst,6,4,17000,,0.001225862
1,Rogers,4-013-0,Antigonish / New Glasgow,10,5,36000,,0.494418779
1,Rogers,4-014-0,Sydney,20,4,67000,,0.575064925
1,Rogers,4-015-0,Saint John,30,6,93000,,0.074828105
1,Rogers,4-016-0,St. Stephen,4,6,13000,,0.464982467
1,Rogers,4-017-0,Fredericton,40,6,107000,,0.243321823
1,Rogers,4-018-0,Moncton,40,6,116000,,0.281516439
1,Rogers,4-019-0,Miramichi / Bathurst,30,6,80000,,0.497933768
1,Rogers,4-020-0,Grand Falls,4,6,13000,,0.830465269
1,Rogers,4-021-0,Edmundston,5,4,14000,,0.459402704
1,Rogers,4-022-0,Campbellton,5,6,14000,,0.361239893
1,Rogers,4-023-0,Matane,20,10,57000,,0.882100151
1,Rogers,4-024-0,Mont-Joli,6,6,19000,,0.552548796
1,Rogers,4-025-0,Rimouski,10,6,29000,,0.140112557
1,Rogers,4-026-0,Rivière-du-Loup,10,6,42000,,0.509772771
1,Rogers,4-027-0,La Malbaie,5,6,14000,,0.945190728
1,Rogers,4-028-0,Chicoutimi-Jonquière,50,6,142000,,0.536832398
1,Rogers,4-029-0,Montmagny,10,6,29000,,0.902078203
1,Rogers,4-030-0,Québec,200,3,588000,,0.778309147
1,Rogers,4-031-0,Sainte-Marie,9,6,27000,,0.427632616
1,Rogers,4-032-0,Saint-Georges,10,6,36000,,0.337685548
1,Rogers,4-033-0,Lac-Mégantic,4,6,12000,,0.263203223
1,Rogers,4-034-0,Thetford Mines,7,6,21000,,0.01934017
1,Rogers,4-035-0,Plessisville,4,6,12000,,0.743936251
1,Rogers,4-036-0,La Tuque,3,6,8000,,0.213768884
1,Rogers,4-037-0,Trois-Rivières,60,7,172000,,0.73187498
1,Rogers,4-038-0,Louiseville,4,6,11000,,0.361544574
1,Rogers,4-039-0,Asbestos,5,6,15000,,0.429219305
1,Rogers,4-040-0,Victoriaville,10,6,29000,,0.767125171
1,Rogers,4-041-0,Coaticook,2,6,7000,,0.798752188
1,Rogers,4-042-0,Sherbrooke,50,7,163000,,0.684111634
1,Rogers,4-043-0,Windsor,3,6,9000,,0.399663417
1,Rogers,4-044-0,Drummondville,20,8,73000,,0.666889247
1,Rogers,4-045-0,Cowansville,5,5,15000,,0.6086451
1,Rogers,4-046-0,Farnham,5,6,15000,,0.846992042
1,Rogers,4-047-0,Granby,20,5,54000,,0.584753454
1,Rogers,4-048-0,St-Hyacinthe,20,6,47000,,0.067679984
1,Rogers,4-049-0,Sorel,10,5,30000,,0.507898651
1,Rogers,4-050-0,Joliette,30,4,82000,,0.264226009
1,Rogers,4-051-0,Montréal,3370,4,10097000,,0.411166005
1,Rogers,4-052-0,Sainte-Agathe-des-Monts,10,6,39000,,0.954812778
1,Rogers,4-053-0,Hawkesbury,10,6,33000,,0.814630278
1,Rogers,4-054-0,Mont-Laurier / Maniwaki,8,6,25000,,0.294997546
1,Rogers,4-055-0,Ottawa,480,3,1453000,,0.679726083
1,Rogers,4-056-0,Pembroke,10,6,42000,,0.767616583
1,Rogers,4-057-0,Arnprior / Renfrew,5,5,16000,,0.308841624
1,Rogers,4-058-0,Rouyn-Noranda,7,6,22000,,0.953341346
1,Rogers,4-059-0,Notre-Dame-du-Nord,3,6,8000,,0.961769847
1,Rogers,4-060-0,La Sarre,3,6,10000,,0.304313322
1,Rogers,4-061-0,Amos,4,5,13000,,0.713917748
1,Rogers,4-062-0,Val-d'Or,8,5,23000,,0.555490777
1,Rogers,4-063-0,Roberval / Saint-Félicien,10,6,30000,,0.884023875
1,Rogers,4-064-0,Baie-Comeau,7,6,22000,,0.791393027
1,Rogers,4-065-0,Port-Cartier / Sept-Îles,8,10,24000,,0.508863179
1,Rogers,4-066-0,Chibougamau,8,5,23000,,0.266695134
1,Rogers,4-067-0,Cornwall,10,4,36000,,0.313715128
1,Rogers,4-068-0,Brockville,10,6,36000,,0.819054874
1,Rogers,4-069-0,Gananoque,2,5,7000,,0.904572063
1,Rogers,4-070-0,Kingston,40,6,115000,,0.787314089
1,Rogers,4-071-0,Napanee,7,6,22000,,0.379552108
1,Rogers,4-072-0,Belleville,30,5,101000,,0.547485252
1,Rogers,4-073-0,Cobourg,10,6,33000,,0.067067171
1,Rogers,4-074-0,Peterborough,40,6,108000,,0.546454281
1,Rogers,4-075-0,Lindsay,8,6,23000,,0.780693714
1,Rogers,4-076-0,Minden,4,6,11000,,0.72305448
1,Rogers,4-077-0,Toronto,5440,3,16311000,,0.937115597
1,Rogers,4-078-0,Alliston,20,6,66000,,0.773084082
1,Rogers,4-079-0,Guelph / Kitchener,150,4,460000,,0.111486784
1,Rogers,4-080-0,Fergus,5,5,15000,,0.150415005
1,Rogers,4-081-0,Kincardine,30,5,95000,,0.503503549
1,Rogers,4-082-0,Listowel / Goderich,10,5,43000,,0.959010021
1,Rogers,4-083-0,Fort Erie,5,5,16000,,0.12832784
1,Rogers,4-084-0,Niagara / St. Catharines,80,6,227000,,0.097808097
1,Rogers,4-085-0,Haldimand / Dunnville,6,1,19000,,0.072468456
1,Rogers,4-086-0,London / Woodstock / St. Thomas,150,4,441000,,0.949409318
1,Rogers,4-087-0,Brantford,30,2,90000,,0.750124403
1,Rogers,4-088-0,Stratford,9,5,26000,,0.320430746
1,Rogers,4-089-0,Chatham,10,6,35000,,0.18029815
1,Rogers,4-090-0,Windsor / Leamington,90,4,261000,,0.121663118
1,Rogers,4-091-0,Wallaceburg,5,6,16000,,0.768690036
1,Rogers,4-092-0,Sarnia,20,4,63000,,0.272561292
1,Rogers,4-093-0,Strathroy,8,6,24000,,0.301720525
1,Rogers,4-094-0,Barrie,80,4,229000,,0.07629939
1,Rogers,4-095-0,Midland,8,5,25000,,0.930692515
1,Rogers,4-096-0,Gravenhurst / Bracebridge,10,6,32000,,0.025272385
1,Rogers,4-097-0,North Bay,20,5,53000,,0.296663418
1,Rogers,4-098-0,Parry Sound,4,5,11000,,0.681286867
1,Rogers,4-099-0,Elliot Lake,5,5,15000,,0.120269516
1,Rogers,4-100-0,Sudbury,40,5,116000,,0.206797762
1,Rogers,4-101-0,Kirkland Lake,6,4,17000,,0.493513656
1,Rogers,4-102-0,Timmins,7,4,21000,,0.185405692
1,Rogers,4-103-0,Kapuskasing,6,4,19000,,0.756729434
1,Rogers,4-104-0,Kenora / Sioux Lookout,10,5,33000,,0.630915473
1,Rogers,4-105-0,Iron Bridge,3,5,10000,,0.005868508
1,Rogers,4-106-0,Sault Ste. Marie,10,4,41000,,0.878901898
1,Rogers,4-107-0,Marathon,4,5,13000,,0.290442957
1,Rogers,4-108-0,Thunder Bay,30,5,79000,,0.168839656
1,Rogers,4-109-0,Fort Frances,3,5,10000,,0.067472098
1,Rogers,4-110-0,Steinbach,10,5,33000,,0.222375511
1,Rogers,4-111-0,Winnipeg,180,6,540000,,0.006654157
1,Rogers,4-112-0,Lac du Bonnet,10,5,30000,,0.06542335
1,Rogers,4-113-0,Morden / Winkler,9,6,26000,,0.112390636
1,Rogers,4-114-0,Brandon,20,6,53000,,0.476315362
1,Rogers,4-115-0,Portage la Prairie,4,5,11000,,0.738938271
1,Rogers,4-116-0,Dauphin,10,6,39000,,0.132674726
1,Rogers,4-117-0,Creighton / Flin Flon,4,5,11000,,0.577297767
1,Rogers,4-118-0,Thompson,9,1,26000,,0.373538613
1,Rogers,4-119-0,Estevan,8,7,23000,,0.349384098
1,Rogers,4-120-0,Weyburn,4,7,12000,,0.019696015
1,Rogers,4-121-0,Moose Jaw,9,4,28000,,0.031140352
1,Rogers,4-122-0,Swift Current,8,6,24000,,0.720020459
1,Rogers,4-123-0,Yorkton,10,6,32000,,0.289082643
1,Rogers,4-124-0,Regina,60,5,169000,,0.736778243
1,Rogers,4-125-0,Saskatoon,70,5,199000,,0.097576713
1,Rogers,4-126-0,Watrous,5,5,14000,,0.62633636
1,Rogers,4-127-0,Battleford,20,5,51000,,0.863776916
1,Rogers,4-128-0,Prince Albert,20,5,67000,,0.645991283
1,Rogers,4-129-0,Lloydminster,6,7,19000,,0.010346116
1,Rogers,4-130-0,Northern Saskatchewan,6,5,19000,,0.541051158
1,Rogers,4-131-0,Medicine Hat / Brooks,20,6,55000,,0.639195884
1,Rogers,4-132-0,Lethbridge,40,6,123000,,0.595324875
1,Rogers,4-133-0,Stettler / Oyen / Wainwright,9,6,26000,,0.427061913
1,Rogers,4-134-0,High River,20,6,61000,,0.2746106
1,Rogers,4-135-0,Strathmore,8,6,23000,,0.785896973
1,Rogers,4-136-0,Calgary,470,2,1417000,,0.318294054
1,Rogers,4-137-0,Red Deer,40,6,134000,,0.005532357
1,Rogers,4-138-0,Wetaskiwin / Ponoka,9,6,28000,,0.907009583
1,Rogers,4-139-0,Camrose,7,6,20000,,0.526741158
1,Rogers,4-140-0,Vegreville,3,6,8000,,0.354728803
1,Rogers,4-141-0,Edmonton,440,7,1326000,,0.666555581
1,Rogers,4-142-0,Edson / Hinton,8,6,25000,,0.656829487
1,Rogers,4-143-0,Bonnyville,10,6,43000,,0.357305496
1,Rogers,4-144-0,Whitecourt,6,6,17000,,0.021170912
1,Rogers,4-145-0,Barrhead,4,6,12000,,0.296933161
1,Rogers,4-146-0,Fort McMurray,10,6,38000,,0.696183475
1,Rogers,4-147-0,Peace River,10,5,44000,,0.383738709
1,Rogers,4-148-0,Grande Prairie,20,6,56000,,0.006182308
1,Rogers,4-149-0,East Kootenay,10,1,31000,,0.190887406
1,Rogers,4-150-0,West Kootenay,10,3,40000,,0.344554849
1,Rogers,4-151-0,Kelowna,80,1,236000,,0.706356917
1,Rogers,4-152-0,Vancouver,2110,3,6337000,,0.391320242
1,Rogers,4-153-0,Hope,4,2,13000,,0.909440543
1,Rogers,4-154-0,Victoria,100,3,298000,,0.953538201
1,Rogers,4-155-0,Nanaimo,40,3,127000,,0.094344454
1,Rogers,4-156-0,Courtenay,20,3,61000,,0.538858427
1,Rogers,4-157-0,Powell River,5,2,14000,,0.320716012
1,Rogers,4-158-0,Squamish / Whistler,10,2,38000,,0.083832326
1,Rogers,4-159-0,Merritt,3,4,8000,,0.658071815
1,Rogers,4-160-0,Kamloops,20,1,70000,,0.284281791
1,Rogers,4-161-0,Ashcroft,3,4,8000,,0.763687556
1,Rogers,4-162-0,Salmon Arm,9,1,26000,,0.663670901
1,Rogers,4-163-0,Golden,1,1,3000,,0.514373502
1,Rogers,4-164-0,Williams Lake,7,4,20000,,0.846177907
1,Rogers,4-165-0,Quesnel / Red Bluff,4,4,12000,,0.948967573
1,Rogers,4-166-0,Skeena,10,3,29000,,0.441615687
1,Rogers,4-167-0,Prince George,20,4,48000,,0.726388999
1,Rogers,4-168-0,Smithers,6,4,19000,,0.659709054
1,Rogers,4-169-0,Dawson Creek,10,4,35000,,0.363357701
1,Rogers,4-170-0,Yukon,6,5,18000,,0.320127934
1,Rogers,4-171-0,Nunavut,6,5,18000,,0.030758562
1,Rogers,4-172-0,Northwest Territories,7,5,21000,,0.259919597
1,Indigitel,4-076-0,Minden,4,1,11000,,0.079475877
1,Indigitel,4-153-0,Hope,4,1,13000,,0.666799229
1,Brooke Telecom,4-092-0,Sarnia,20,2,63000,,0.742773456
1,Cooptel,4-039-0,Asbestos,5,1,15000,,0.28146953
1,Cooptel,4-043-0,Windsor,3,3,9000,,0.161164674
1,Cooptel,4-044-0,Drummondville,20,3,73000,,0.394253006
1,Cooptel,4-048-0,St-Hyacinthe,20,3,47000,,0.766307169
1,Kingston Online,4-069-0,Gananoque,2,4,7000,,0.018302173
1,Kingston Online,4-071-0,Napanee,7,4,22000,,0.934179247
1,NWIC,4-083-0,Fort Erie,5,2,16000,,0.845422773
1,NWIC,4-085-0,Haldimand / Dunnville,6,2,19000,,0.253500356
1,Bruce Telecom,4-081-0,Kincardine,30,4,95000,,0.778861666
1,Bruce Telecom,4-081-1,Kincardine,20,4,55000,,0.010066849
1,SaskTel,4-121-0,Moose Jaw,9,5,28000,,0.850969401
1,SaskTel,4-122-0,Swift Current,8,5,24000,,0.20268191
1,SaskTel,4-123-0,Yorkton,10,5,32000,,0.760661979
1,SaskTel,4-124-0,Regina,60,5,169000,,0.867908212
1,SaskTel,4-125-0,Saskatoon,70,5,199000,,0.556173468
1,SaskTel,4-126-0,Watrous,5,5,14000,,0.532968265
1,SaskTel,4-127-0,Battleford,20,5,51000,,0.04521596
1,SaskTel,4-128-0,Prince Albert,20,5,67000,,0.054083222
1,SaskTel,4-130-0,Northern Saskatchewan,6,5,19000,,0.02816863
1,ABC Internet,4-158-0,Squamish / Whistler,10,5,38000,,0.11864227
1,ABC Internet,4-161-1,Ashcroft,2,4,5000,,0.338137932
1,ABC Internet,4-164-1,Williams Lake,2,4,6000,,0.533929506
1,Ecotel,4-005-1,Labrador,1,5,2000,,0.090182878
1,Ecotel,4-036-0,La Tuque,3,8,8000,,0.925347406
1,Ecotel,4-061-1,Amos,1,2,4000,,0.525203007
1,Ecotel,4-062-1,Val-d'Or,1,5,1000,,0.518694231
1,Ecotel,4-066-1,Chibougamau,1,4,2000,,0.987866437
1,Ecotel,4-102-0,Timmins,7,4,21000,,0.165291802
1,Ecotel,4-104-1,Kenora / Sioux Lookout,1,4,4000,,0.532398526
1,Ecotel,4-105-1,Iron Bridge,2,2,6000,,0.606629726
1,Ecotel,4-107-1,Marathon,1,4,3000,,0.420574966
1,Ecotel,4-117-1,Creighton / Flin Flon,1,4,1000,,0.029674193
1,Ecotel,4-118-1,Thompson,2,4,6000,,0.047448093
1,Ecotel,4-126-0,Watrous,5,2,14000,,0.699506631
1,Ecotel,4-130-1,Northern Saskatchewan,1,2,4000,,0.149786642
1,Ecotel,4-168-1,Smithers,1,2,3000,,0.07370542
1,Ecotel,4-171-1,Nunavut,1,4,1000,,0.974451441
1,Ecotel,4-172-1,Northwest Territories,1,4,1000,,0.603573609
1,MPVWIFI,4-091-0,Wallaceburg,5,1,16000,,0.337819555
1,MPVWIFI,4-163-0,Golden,1,1,3000,,0.828546555
1,Bragg,4-001-0,St. John's,60,7,166000,,0.229027757
1,Bragg,4-002-0,Placentia,3,10,8000,,0.6448753
1,Bragg,4-003-0,Gander / Grand Falls / Windsor,20,10,74000,,0.84804701
1,Bragg,4-004-0,Corner Brook / Stephenville,10,10,40000,,0.253672188
1,Bragg,4-005-0,Labrador,5,5,14000,,0.361120765
1,Bragg,4-006-0,Charlottetown,20,7,49000,,0.792711356
1,Bragg,4-007-0,Summerside,8,7,24000,,0.043471647
1,Bragg,4-008-0,Yarmouth,9,7,28000,,0.382139713
1,Bragg,4-009-0,Bridgewater / Kentville,20,7,71000,,0.99033882
1,Bragg,4-010-0,Halifax,90,5,283000,,0.354860301
1,Bragg,4-011-0,Truro,10,7,29000,,0.463070265
1,Bragg,4-012-0,Amherst,6,8,17000,,0.874432218
1,Bragg,4-013-0,Antigonish / New Glasgow,10,7,36000,,0.888080833
1,Bragg,4-014-0,Sydney,20,7,67000,,0.884030853
1,Bragg,4-015-0,Saint John,30,8,93000,,0.079776061
1,Bragg,4-016-0,St. Stephen,4,10,13000,,0.585392781
1,Bragg,4-017-0,Fredericton,40,8,107000,,0.700077079
1,Bragg,4-018-0,Moncton,40,8,116000,,0.124874798
1,Bragg,4-019-0,Miramichi / Bathurst,30,8,80000,,0.536643218
1,Bragg,4-020-0,Grand Falls,4,8,13000,,0.671597569
1,Bragg,4-021-0,Edmundston,5,10,14000,,0.301160254
1,Bragg,4-022-0,Campbellton,5,8,14000,,0.892855836
1,Bragg,4-100-0,Sudbury,40,8,116000,,0.328152905
1,Bragg,4-101-0,Kirkland Lake,6,10,17000,,0.714652528
1,Bragg,4-102-0,Timmins,7,10,21000,,0.93958988
1,Bragg,4-148-0,Grande Prairie,20,7,56000,,0.82089354
1,Elite General,4-025-0,Rimouski,10,3,29000,,0.672849514
1,Elite General,4-028-0,Chicoutimi-Jonquière,50,10,142000,,0.20711646
1,Elite General,4-030-0,Québec,200,2,588000,,0.43270919
1,Elite General,4-048-0,St-Hyacinthe,20,3,47000,,0.021012667
1,Elite General,4-051-0,Montréal,3370,5,10097000,,0.865684482
1,Elite General,4-055-0,Ottawa,480,2,1453000,,0.401772465
1,Elite General,4-056-0,Pembroke,10,10,42000,,0.700006555
1,Elite General,4-067-0,Cornwall,10,8,36000,,0.17425333
1,Elite General,4-068-0,Brockville,10,9,36000,,0.649782831
1,Elite General,4-070-0,Kingston,40,8,115000,,0.050198876
1,Elite General,4-072-0,Belleville,30,9,101000,,0.41136542
1,Elite General,4-073-0,Cobourg,10,8,33000,,0.86161038
1,Elite General,4-074-0,Peterborough,40,8,108000,,0.418828714
1,Elite General,4-077-0,Toronto,5440,4,16311000,,0.741437736
1,Elite General,4-079-0,Guelph / Kitchener,150,2,460000,,0.249977588
1,Elite General,4-084-0,Niagara / St. Catharines,80,7,227000,,0.849090222
1,Elite General,4-089-0,Chatham,10,8,35000,,0.226592086
1,Elite General,4-090-0,Windsor / Leamington,90,7,261000,,0.991166544
1,Elite General,4-092-0,Sarnia,20,7,63000,,0.922823005
1,Elite General,4-097-0,North Bay,20,5,53000,,0.179055683
1,TELUS,4-001-0,St. John's,60,10,166000,,0.030727534
1,TELUS,4-002-0,Placentia,3,10,8000,,0.215794841
1,TELUS,4-003-0,Gander / Grand Falls / Windsor,20,10,74000,,0.354991078
1,TELUS,4-004-0,Corner Brook / Stephenville,10,10,40000,,0.774111415
1,TELUS,4-005-0,Labrador,5,5,14000,,0.716910251
1,TELUS,4-005-1,Labrador,1,5,2000,,0.759119262
1,TELUS,4-006-0,Charlottetown,20,10,49000,,0.133843104
1,TELUS,4-007-0,Summerside,8,10,24000,,0.784166252
1,TELUS,4-008-0,Yarmouth,9,10,28000,,0.114165823
1,TELUS,4-009-0,Bridgewater / Kentville,20,10,71000,,0.982595273
1,TELUS,4-010-0,Halifax,90,10,283000,,0.590478755
1,TELUS,4-011-0,Truro,10,10,29000,,0.787671791
1,TELUS,4-012-0,Amherst,6,10,17000,,0.162132209
1,TELUS,4-013-0,Antigonish / New Glasgow,10,10,36000,,0.54334674
1,TELUS,4-014-0,Sydney,20,10,67000,,0.342660573
1,TELUS,4-015-0,Saint John,30,10,93000,,0.83045682
1,TELUS,4-016-0,St. Stephen,4,10,13000,,0.052785387
1,TELUS,4-017-0,Fredericton,40,10,107000,,0.073304617
1,TELUS,4-018-0,Moncton,40,10,116000,,0.225252624
1,TELUS,4-019-0,Miramichi / Bathurst,30,10,80000,,0.819909313
1,TELUS,4-020-0,Grand Falls,4,10,13000,,0.309119479
1,TELUS,4-021-0,Edmundston,5,10,14000,,0.397749101
1,TELUS,4-022-0,Campbellton,5,10,14000,,0.912858355
1,TELUS,4-023-0,Matane,20,5,57000,,0.173463126
1,TELUS,4-024-0,Mont-Joli,6,8,19000,,0.842318501
1,TELUS,4-025-0,Rimouski,10,8,29000,,0.031777146
1,TELUS,4-026-0,Rivière-du-Loup,10,10,42000,,0.386206079
1,TELUS,4-027-0,La Malbaie,5,8,14000,,0.870234806
1,TELUS,4-028-0,Chicoutimi-Jonquière,50,10,142000,,0.215907269
1,TELUS,4-029-0,Montmagny,10,8,29000,,0.865690595
1,TELUS,4-030-0,Québec,200,6,588000,,0.995743329
1,TELUS,4-031-0,Sainte-Marie,9,8,27000,,0.04263091
1,TELUS,4-032-0,Saint-Georges,10,8,36000,,0.059008997
1,TELUS,4-033-0,Lac-Mégantic,4,10,12000,,0.276672969
1,TELUS,4-034-0,Thetford Mines,7,10,21000,,0.734434347
1,TELUS,4-035-0,Plessisville,4,10,12000,,0.685452567
1,TELUS,4-036-0,La Tuque,3,10,8000,,0.402375767
1,TELUS,4-037-0,Trois-Rivières,60,10,172000,,0.70174926
1,TELUS,4-038-0,Louiseville,4,10,11000,,0.918143644
1,TELUS,4-039-0,Asbestos,5,10,15000,,0.6815847
1,TELUS,4-040-0,Victoriaville,10,10,29000,,0.611725094
1,TELUS,4-041-0,Coaticook,2,10,7000,,0.205283382
1,TELUS,4-042-0,Sherbrooke,50,10,163000,,0.595330126
1,TELUS,4-043-0,Windsor,3,10,9000,,0.5089945
1,TELUS,4-044-0,Drummondville,20,10,73000,,0.592294367
1,TELUS,4-045-0,Cowansville,5,10,15000,,0.077058843
1,TELUS,4-046-0,Farnham,5,10,15000,,0.370060023
1,TELUS,4-047-0,Granby,20,10,54000,,0.392090442
1,TELUS,4-048-0,St-Hyacinthe,20,10,47000,,0.177300464
1,TELUS,4-049-0,Sorel,10,10,30000,,0.37154491
1,TELUS,4-050-0,Joliette,30,6,82000,,0.785994746
1,TELUS,4-051-0,Montréal,3370,7,10097000,,0.190612438
1,TELUS,4-052-0,Sainte-Agathe-des-Monts,10,10,39000,,0.125535595
1,TELUS,4-053-0,Hawkesbury,10,10,33000,,0.005030372
1,TELUS,4-054-0,Mont-Laurier / Maniwaki,8,10,25000,,0.949888883
1,TELUS,4-055-0,Ottawa,480,5,1453000,,0.747099516
1,TELUS,4-056-0,Pembroke,10,10,42000,,0.429542166
1,TELUS,4-057-0,Arnprior / Renfrew,5,10,16000,,0.025132174
1,TELUS,4-058-0,Rouyn-Noranda,7,10,22000,,0.976336902
1,TELUS,4-059-0,Notre-Dame-du-Nord,3,10,8000,,0.779712125
1,TELUS,4-060-0,La Sarre,3,10,10000,,0.278700468
1,TELUS,4-061-0,Amos,4,5,13000,,0.766423898
1,TELUS,4-061-1,Amos,1,5,4000,,0.40243969
1,TELUS,4-062-0,Val-d'Or,8,5,23000,,0.347952917
1,TELUS,4-062-1,Val-d'Or,1,5,1000,,0.884763157
1,TELUS,4-063-0,Roberval / Saint-Félicien,10,10,30000,,0.717143423
1,TELUS,4-064-0,Baie-Comeau,7,8,22000,,0.27077162
1,TELUS,4-065-0,Port-Cartier / Sept-Îles,8,6,24000,,0.902515992
1,TELUS,4-066-0,Chibougamau,8,5,23000,,0.570448212
1,TELUS,4-066-1,Chibougamau,1,5,2000,,0.310221911
1,TELUS,4-067-0,Cornwall,10,10,36000,,0.831761093
1,TELUS,4-068-0,Brockville,10,10,36000,,0.54116066
1,TELUS,4-069-0,Gananoque,2,10,7000,,0.149604717
1,TELUS,4-070-0,Kingston,40,10,115000,,0.274464618
1,TELUS,4-071-0,Napanee,7,10,22000,,0.734182314
1,TELUS,4-072-0,Belleville,30,10,101000,,0.958400666
1,TELUS,4-073-0,Cobourg,10,10,33000,,0.413946149
1,TELUS,4-074-0,Peterborough,40,10,108000,,0.832647422
1,TELUS,4-075-0,Lindsay,8,10,23000,,0.963092059
1,TELUS,4-076-0,Minden,4,10,11000,,0.191514843
1,TELUS,4-077-0,Toronto,5440,8,16311000,,0.683192136
1,TELUS,4-078-0,Alliston,20,10,66000,,0.954486464
1,TELUS,4-079-0,Guelph / Kitchener,150,5,460000,,0.166152283
1,TELUS,4-080-0,Fergus,5,10,15000,,0.819373031
1,TELUS,4-081-0,Kincardine,30,5,95000,,0.438907733
1,TELUS,4-081-1,Kincardine,20,5,55000,,0.465831438
1,TELUS,4-082-0,Listowel / Goderich,10,10,43000,,0.505684416
1,TELUS,4-083-0,Fort Erie,5,10,16000,,0.748713869
1,TELUS,4-084-0,Niagara / St. Catharines,80,10,227000,,0.341358241
1,TELUS,4-085-0,Haldimand / Dunnville,6,10,19000,,0.946132908
1,TELUS,4-086-0,London / Woodstock / St. Thomas,150,5,441000,,0.124266246
1,TELUS,4-087-0,Brantford,30,10,90000,,0.941392452
1,TELUS,4-088-0,Stratford,9,10,26000,,0.007619036
1,TELUS,4-089-0,Chatham,10,10,35000,,0.390196122
1,TELUS,4-090-0,Windsor / Leamington,90,6,261000,,0.946522396
1,TELUS,4-091-0,Wallaceburg,5,10,16000,,0.056350147
1,TELUS,4-092-0,Sarnia,20,10,63000,,0.739101363
1,TELUS,4-093-0,Strathroy,8,10,24000,,0.238246495
1,TELUS,4-094-0,Barrie,80,10,229000,,0.19588712
1,TELUS,4-095-0,Midland,8,10,25000,,0.743863006
1,TELUS,4-096-0,Gravenhurst / Bracebridge,10,10,32000,,0.685023245
1,TELUS,4-097-0,North Bay,20,5,53000,,0.291622864
1,TELUS,4-097-1,North Bay,2,5,7000,,0.182811695
1,TELUS,4-098-0,Parry Sound,4,5,11000,,0.762734144
1,TELUS,4-098-1,Parry Sound,3,5,9000,,0.521930678
1,TELUS,4-099-0,Elliot Lake,5,10,15000,,0.939782423
1,TELUS,4-100-0,Sudbury,40,10,116000,,0.843512358
1,TELUS,4-101-0,Kirkland Lake,6,10,17000,,0.069483216
1,TELUS,4-102-0,Timmins,7,10,21000,,0.439438746
1,TELUS,4-103-0,Kapuskasing,6,5,19000,,0.712695859
1,TELUS,4-103-1,Kapuskasing,5,5,14000,,0.346107537
1,TELUS,4-104-0,Kenora / Sioux Lookout,10,5,33000,,0.345003046
1,TELUS,4-104-1,Kenora / Sioux Lookout,1,5,4000,,0.593093323
1,TELUS,4-105-0,Iron Bridge,3,5,10000,,0.294147288
1,TELUS,4-105-1,Iron Bridge,2,5,6000,,0.215375891
1,TELUS,4-106-0,Sault Ste. Marie,10,10,41000,,0.094726568
